h,h_label,r,t,t_label,tau_start,l_h_lat,l_h_lon,l_t_lat,l_t_lon,__file,tau_end,vi_context,source
Q7022865,Nguyễn Khuyến,bornIn,Q8046189,Ý Yên,1835.0,,,20.333,106.0,historical_figures.csv,,,
Q7022778,Nguyễn Anh Đức,bornIn,Q10822747,Sông Bé,1985.0,,,11.004166666667,106.65833333333,historical_figures.csv,,,
Q7022915,Nguyễn Phúc Vĩnh Lộc,bornIn,Q36167,Huế,1926.0,,,16.456111111111,107.57638888889,historical_figures.csv,,,
Q7022454,Ngô Thanh Vân,bornIn,Q36615,Trà Vinh,1979.0,,,9.8333333333333,106.25,historical_figures.csv,,,
Q7022838,Nguyễn Hợp Đoàn,bornIn,Q36729,Hải Dương,1928.0,,,20.916666666667,106.33333333333,historical_figures.csv,,,
Q7022888,Nguyễn Ngọc Kiều Khanh,bornIn,Q1709,Schwerin,1992.0,,,53.628888888889,11.415,historical_figures.csv,,,
Q6507839,Lê Văn Kim,bornIn,Q36693,Bình Định,1918.0,,,14.166666666667,109.0,historical_figures.csv,,,
Q6507831,Lê Văn Hoạch,bornIn,Q2031603,Cần Thơ,1896.0,,,,,historical_figures.csv,,,
Q7022974,Nguyen Thi Thiet,bornIn,Q36354,Hải Dương,1984.0,,,20.939855,106.330858,historical_figures.csv,,,
Q7022896,Nguyễn Ngọc Ngạn,bornIn,Q1365138,Sơn Tây,1945.0,,,21.133333333333,105.5,historical_figures.csv,,,
Q7022460,Ngô Văn Dụ,bornIn,Q27566,Vĩnh Phúc,1947.0,,,21.3,105.6,historical_figures.csv,,,
Q6706064,Lưu Trọng Lư,bornIn,Q3942534,Hạ Trạch,1912.0,,,17.689722222222,106.42861111111,historical_figures.csv,,,
Q7022927,Nguyễn Quang Hải,bornIn,Q19491,Nha Trang,1985.0,,,12.245,109.19166666667,historical_figures.csv,,,
Q7022932,Nguyễn Quốc Long,bornIn,Q1858,Hà Nội,1988.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6711243,Lê Văn Đệ,bornIn,Q3711181,Mỏ Cày,1906.0,,,10.083,106.333,historical_figures.csv,,,
Q7022978,Nguyễn Thiên Nga,bornIn,Q1854,Thành phố Hồ Chí Minh,1976.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q6694880,Lữ Mộng Lan,bornIn,Q1320413,Quảng Trị,1927.0,,,16.751162,107.185691,historical_figures.csv,,,
Q7022885,Nguyễn Ngọc Duy,bornIn,Q1858,Hà Nội,1986.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6864880,Minh Quang Tran,bornIn,Q1854,Thành phố Hồ Chí Minh,1951.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q7022762,Nguyen Anh Tuan,bornIn,Q130324,Hòa Bình,1984.0,,,20.8175,105.3375,historical_figures.csv,,,
Q7022457,Ngô Tự Lập,bornIn,Q1858,Hà Nội,1962.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6649392,Lê Dụ Tông,bornIn,Q1858,Hà Nội,1679.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6961060,Nam Cao,bornIn,Q36413,Hà Nam,1917.0,,,20.533333333333,105.96666666667,historical_figures.csv,,,
Q7022954,Nguyễn Thành Long Giang,bornIn,Q5626082,Gò Công,1988.0,,,10.366666666667,106.66666666667,historical_figures.csv,,,
Q7023003,Nguyễn Trung Trực,bornIn,Q505503,Miền Nam,1839.0,,,,,historical_figures.csv,,,
Q7022935,Nguyen Quy An,bornIn,Q881,Việt Nam,1943.0,,,16.0,108.0,historical_figures.csv,,,
Q6650212,Lê Gia Tông,bornIn,Q1858,Hà Nội,1661.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6507845,Lê Văn Thịnh,bornIn,Q807078,Bảo Tháp,1038.0,,,36.59123,109.4882,historical_figures.csv,,,
Q6686847,"Louis C. Wagner, Jr.",bornIn,Q959843,Jackson,1932.0,,,37.38,-89.658055555556,historical_figures.csv,,,
Q7022966,Nguyễn Thị Hoài Thu (vận động viên),bornIn,Q1858,Hà Nội,1985.0,,,21.0245,105.84117,historical_figures.csv,,,
Q7022968,Nguyen Thi Lua,bornIn,Q1858,Hà Nội,1991.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6711240,Lê Văn Thiêm,bornIn,Q10828336,Lâm Trung Thủy,1918.0,,,18.51305556,105.6252778,historical_figures.csv,,,
Q7022853,Nguyễn Hữu Chánh,bornIn,Q185682,Liên bang Đông Dương,1952.0,,,21.033333333333,105.85,historical_figures.csv,,,
Q6711729,Lưu Quang Vũ,bornIn,Q36610,Phú Thọ,1948.0,,,21.333333333333,105.16666666667,historical_figures.csv,,,
Q6962085,Trần Nam Sơn,bornIn,Q881,Việt Nam,1968.0,,,16.0,108.0,historical_figures.csv,,,
Q7022893,Nguyễn Nhật Ánh,bornIn,Q33356,Quảng Nam,1955.0,,,15.55,108.05,historical_figures.csv,,,
Q6711237,Lê Lựu,bornIn,Q6401931,Khoái Châu,1942.0,,,20.820833333333,105.975,historical_figures.csv,,,
Q6507455,Lê Phước Tứ,bornIn,Q33356,Quảng Nam,1984.0,,,15.55,108.05,historical_figures.csv,,,
Q6507455,Lê Phước Tứ,bornIn,Q33356,Quảng Nam,1985.0,,,15.55,108.05,historical_figures.csv,,,
Q6670226,Trần Độ,bornIn,Q36681,Thái Bình,1923.0,,,20.5,106.33333333333,historical_figures.csv,,,
Q7022871,Nguyễn Mạnh Tường (luật sư),bornIn,Q1858,Hà Nội,1909.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6673021,Nguyễn Công Hoan,bornIn,Q36235,Hưng Yên,1903.0,,,20.816666666667,106.05,historical_figures.csv,,,
Q7022804,Nguyễn Đình Chiểu,bornIn,Q2681546,Gia Định,1822.0,,,10.8035404,106.6966172,historical_figures.csv,,,
Q7022892,Nguyễn Ngọc Thanh,bornIn,Q1854,Thành phố Hồ Chí Minh,1982.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q7022831,Nguyễn Hồng Tiến,bornIn,Q36587,Nghệ An,1985.0,,,19.333333333333,104.83333333333,historical_figures.csv,,,
Q7022933,Nguyễn Quốc Cường (sinh 1952),bornIn,Q465598,Hiệp Hòa,1952.0,,,,,historical_figures.csv,,,
Q6507368,Lê Nguyên Khang,bornIn,Q1365138,Sơn Tây,1931.0,,,21.133333333333,105.5,historical_figures.csv,,,
Q6678423,Phan Văn Hùm,bornIn,Q36866,Bình Dương,1902.0,,,11.166666666667,106.66666666667,historical_figures.csv,,,
Q7022852,Nguyễn Hữu Có,bornIn,Q185682,Liên bang Đông Dương,1925.0,,,21.033333333333,105.85,historical_figures.csv,,,
Q6735139,Mai Hữu Xuân,bornIn,Q23533,Quảng Bình,1917.0,,,17.5,106.33333333333,historical_figures.csv,,,
Q6711768,Lệ Thu,bornIn,Q72818,Hải Phòng,1943.0,,,20.8,106.66666666667,historical_figures.csv,,,
Q7022793,Nguyễn Đan Quế,bornIn,Q1858,Hà Nội,1942.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6802344,Lê Trang Tông,bornIn,Q1858,Hà Nội,1515.0,,,21.0245,105.84117,historical_figures.csv,,,
Q7023000,Nguyễn Trọng Hoàng,bornIn,Q36587,Nghệ An,1989.0,,,19.333333333333,104.83333333333,historical_figures.csv,,,
Q6507551,Lê Quang Tung,bornIn,Q5946136,Hương Trà,1923.0,,,16.521602777778,107.48000833333,historical_figures.csv,,,
Q6690039,Đặng Thai Mai,bornIn,Q10824733,Thanh Chương,1902.0,,,18.75,105.167,historical_figures.csv,,,
Q6650024,Lê Kính Tông,bornIn,Q1858,Hà Nội,1588.0,,,21.0245,105.84117,historical_figures.csv,,,
Q7023010,Nguyễn Văn Biển,bornIn,Q36907,Nam Định,1985.0,,,20.25,106.25,historical_figures.csv,,,
Q6735194,Mai Xuân Hợp,bornIn,Q36512,Thanh Hóa,1986.0,,,20.0,105.5,historical_figures.csv,,,
Q7022860,Nguyễn Khoa Nam,bornIn,Q25282,Đà Nẵng,1927.0,,,16.069444444444,108.20972222222,historical_figures.csv,,,
Q7022965,Ánh Viên,bornIn,Q216075,Cần Thơ,1996.0,,,10.1547298,105.5005357,historical_figures.csv,,,
Q6856528,Đan Trường,bornIn,Q1854,Thành phố Hồ Chí Minh,1976.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q7022957,Nguyễn Thành Phương,bornIn,Q36093,Rạch Giá,1912.0,,,10.0125,105.08083333333,historical_figures.csv,,,
Q6945890,Mỹ Linh,bornIn,Q1858,Hà Nội,1975.0,,,21.0245,105.84117,historical_figures.csv,,,
Q6480683,Lâm Quang Thi,bornIn,Q36142,Bạc Liêu,1932.0,,,9.2833333333333,105.71666666667,historical_figures.csv,,,
Q5874451,Hoàng Văn Chí,bornIn,Q36175,Thanh Hóa,1913.0,,,19.8075,105.77638888889,historical_figures.csv,,,
Q4893085,Bernard Due Van Vo,bornIn,Q881,Việt Nam,1755.0,,,16.0,108.0,historical_figures.csv,,,
Q3525662,Lê Văn Hưng,bornIn,Q5875294,Hóc Môn,1933.0,,,10.883333333333,106.5875,historical_figures.csv,,,
Q4750139,Lê Thành Ân,bornIn,Q5626082,Gò Công,1954.0,,,10.366666666667,106.66666666667,historical_figures.csv,,,
Q4499117,Nguyễn Hữu Thắng,bornIn,Q36587,Nghệ An,1972.0,,,19.333333333333,104.83333333333,historical_figures.csv,,,
Q5043074,"Carlton W. Fulford, Jr.",bornIn,Q988123,Newnan,1944.0,,,33.376388888889,-84.788611111111,historical_figures.csv,,,
Q3503396,Trần Thu Hà,bornIn,Q1858,Hà Nội,1977.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4896728,Nguyễn Thiện Thuật,bornIn,Q36235,Hưng Yên,1841.0,,,20.816666666667,106.05,historical_figures.csv,,,
Q4016762,Võ Hoàng Yến,bornIn,Q1854,Thành phố Hồ Chí Minh,1988.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5077567,Charles F. Wald,bornIn,Q1207,Bắc Dakota,1948.0,,,47.5,-100.5,historical_figures.csv,,,
Q4481043,Phạm Thành Lương,bornIn,Q1858,Hà Nội,1988.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4120043,Từ Cung Hoàng thái hậu,bornIn,Q7188247,Phú Lộc,1890.0,,,16.270826,107.880399,historical_figures.csv,,,
Q3739515,Văn Phụng,bornIn,Q1858,Hà Nội,1930.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4466941,Từ Hoàng Thông,bornIn,Q1854,Thành phố Hồ Chí Minh,1972.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5211857,Đàm Vĩnh Hưng,bornIn,Q1854,Thành phố Hồ Chí Minh,1971.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4188875,Michal Nguyễn,bornIn,Q213,Séc,1989.0,,,50.0,15.0,historical_figures.csv,,,
Q3852035,Nguyễn Phúc Phương Mai,bornIn,Q25281,Đà Lạt,1937.0,,,11.94,108.4375,historical_figures.csv,,,
Q4944937,Đoàn Lê,bornIn,Q72818,Hải Phòng,1943.0,,,20.8,106.66666666667,historical_figures.csv,,,
Q4276220,Ya Suy,bornIn,Q36721,Lâm Đồng,1987.0,,,11.95,108.43333333333,historical_figures.csv,,,
Q3999926,Hương Giang,bornIn,Q1337641,Hải Dương,1987.0,,,36.779166666667,121.16805555556,historical_figures.csv,,,
Q3541424,Trương Quốc Huy,bornIn,Q881,Việt Nam,1980.0,,,16.0,108.0,historical_figures.csv,,,
Q4120336,Đinh Linh,bornIn,Q1854,Thành phố Hồ Chí Minh,1963.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q3541428,Trần Trọng Vũ,bornIn,Q1858,Hà Nội,1964.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5160361,Công Quốc Hà,bornIn,Q1858,Hà Nội,1955.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4353037,Khổng Tú Quỳnh,bornIn,Q1854,Thành phố Hồ Chí Minh,1991.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4016772,Nguyễn Văn Quyết,bornIn,Q1858,Hà Nội,1991.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4986348,Bùi Xuân Phái,bornIn,Q1858,Hà Nội,1920.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5208991,Đái Duy Ban,bornIn,Q7268871,Quảng Xương,1937.0,,,19.730326111111,105.78183027778,historical_figures.csv,,,
Q5083022,Trần Văn Lắm,bornIn,Q2405555,Chợ Lớn,1913.0,,,10.7514918,106.6604732,historical_figures.csv,,,
Q4919999,Minh Hằng,bornIn,Q1854,Thành phố Hồ Chí Minh,1987.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4252427,Huỳnh Quốc Anh,bornIn,Q33356,Quảng Nam,1985.0,,,15.55,108.05,historical_figures.csv,,,
Q3519562,Thanh Tòng,bornIn,Q1854,Thành phố Hồ Chí Minh,1948.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4507019,Trần Đại Nghĩa,bornIn,Q7680445,Tam Bình,1913.0,,,10.083,105.917,historical_figures.csv,,,
Q4986340,Bùi Đình Đạm,bornIn,Q546840,Hà Đông,1926.0,,,20.97148,105.776421,historical_figures.csv,,,
Q3954742,Phạm Duy Khiêm,bornIn,Q1858,Hà Nội,1908.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5085300,Charlie Nguyễn,bornIn,Q1854,Thành phố Hồ Chí Minh,1968.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4315337,Nguyễn Khắc Viện,bornIn,Q881,Việt Nam,1913.0,,,16.0,108.0,historical_figures.csv,,,
Q4466841,Thái Thị Liên,bornIn,Q1854,Thành phố Hồ Chí Minh,1918.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q3571077,Xuân Quỳnh,bornIn,Q546840,Hà Đông,1942.0,,,20.97148,105.776421,historical_figures.csv,,,
Q4517182,Lê Hy Tông,bornIn,Q1858,Hà Nội,1663.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4857429,Yves Claude Vĩnh San,bornIn,Q47045,Saint-Denis,1934.0,,,-20.878888888889,55.448055555556,historical_figures.csv,,,
Q4370109,Pham Thi Hai,bornIn,Q1858,Hà Nội,1989.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4027431,Lê Minh Khuê,bornIn,Q36512,Thanh Hóa,1949.0,,,20.0,105.5,historical_figures.csv,,,
Q5018533,Đàm Thanh Sơn,bornIn,Q1297,Chicago,1969.0,,,41.881944444444,-87.627777777778,historical_figures.csv,,,
Q4141152,Nam Sơn,bornIn,Q1858,Hà Nội,1890.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4798254,Trần Bình Trọng,bornIn,Q36413,Hà Nam,1259.0,,,20.533333333333,105.96666666667,historical_figures.csv,,,
Q4986347,Bùi Quang Huy,bornIn,Q130391,Tây Ninh,1982.0,,,11.3130942,106.096344,historical_figures.csv,,,
Q5194393,Ngô Quốc Cường,bornIn,Q1854,Thành phố Hồ Chí Minh,1978.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q3739528,Thái Thanh,bornIn,Q1858,Hà Nội,1934.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4315334,Nguyễn Văn Tạo,bornIn,Q2405555,Chợ Lớn,1908.0,,,10.7514918,106.6604732,historical_figures.csv,,,
Q4263908,Đinh Hoàng La,bornIn,Q1899,Kyiv,1979.0,,,50.45,30.523611111111,historical_figures.csv,,,
Q3901780,Phạm Thu Hằng,bornIn,Q1858,Hà Nội,1984.0,,,21.0245,105.84117,historical_figures.csv,,,
Q3739520,Duy Khánh,bornIn,Q7841465,Triệu Phong,1936.0,,,16.770094,107.164698,historical_figures.csv,,,
Q4120779,Việt Khang,bornIn,Q36666,Tiền Giang,1974.0,,,10.416666666667,106.16666666667,historical_figures.csv,,,
Q4098435,Bùi Vinh,bornIn,Q881,Việt Nam,1976.0,,,16.0,108.0,historical_figures.csv,,,
Q3998879,Trình Minh Thế,bornIn,Q10786904,Long Thuận,1922.0,,,11.10527778,106.1138889,historical_figures.csv,,,
Q3844447,Nam Phương,bornIn,Q10786921,Long Thạnh Mỹ,1913.0,,,10.85361111,106.8180556,historical_figures.csv,,,
Q4120045,Nguyễn Sinh Hùng,bornIn,Q36587,Nghệ An,1946.0,,,19.333333333333,104.83333333333,historical_figures.csv,,,
Q3875769,Nguyễn Thị Huyền,bornIn,Q72818,Hải Phòng,1985.0,,,20.8,106.66666666667,historical_figures.csv,,,
Q3541755,Võ Đình Tuấn,bornIn,Q19491,Nha Trang,1948.0,,,12.245,109.19166666667,historical_figures.csv,,,
Q4875825,Nguyễn Phúc Phương Liên,bornIn,Q25281,Đà Lạt,1938.0,,,11.94,108.4375,historical_figures.csv,,,
Q4507023,Trần Bạch Thu Hà,bornIn,Q1085,Praha,1949.0,,,50.0875,14.421388888889,historical_figures.csv,,,
Q4027337,Nguyễn Khải,bornIn,Q1858,Hà Nội,1930.0,,,21.0245,105.84117,historical_figures.csv,,,
Q4499048,Nguyễn Hữu Thắng,bornIn,Q881,Việt Nam,1980.0,,,16.0,108.0,historical_figures.csv,,,
Q4981187,Bằng Cường,bornIn,Q36907,Nam Định,1981.0,,,20.25,106.25,historical_figures.csv,,,
Q4311116,Trần Văn Giáp,bornIn,Q1858,Hà Nội,1902.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5005741,Bảo Thy,bornIn,Q1854,Thành phố Hồ Chí Minh,1988.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q3593899,Đỗ Phước Tiến,bornIn,Q25281,Đà Lạt,1965.0,,,11.94,108.4375,historical_figures.csv,,,
Q3739509,Hoàng Thi Thơ,bornIn,Q7841465,Triệu Phong,1920.0,,,16.770094,107.164698,historical_figures.csv,,,
Q5215938,Đặng Nhật Minh,bornIn,Q36167,Huế,1938.0,,,16.456111111111,107.57638888889,historical_figures.csv,,,
Q4358514,Nhật Tinh Anh,bornIn,Q1854,Thành phố Hồ Chí Minh,1979.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5116336,Chung Tấn Cang,bornIn,Q1854,Thành phố Hồ Chí Minh,1926.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4254269,Hoàng Văn Phúc,bornIn,Q881,Việt Nam,1964.0,,,16.0,108.0,historical_figures.csv,,,
Q4353033,Ái Vân,bornIn,Q1858,Hà Nội,1954.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5088007,Châu Lê Phước Vĩnh,bornIn,Q25282,Đà Nẵng,1985.0,,,16.069444444444,108.20972222222,historical_figures.csv,,,
Q3460141,Nguyễn Gia Trí,bornIn,Q10828989,Trường Yên,1908.0,,,20.91388889,105.6572222,historical_figures.csv,,,
Q3954732,Nguyễn Bặc,bornIn,Q5557813,Gia Viễn,924.0,,,20.333,105.883,historical_figures.csv,,,
Q4315336,Nguyễn Duy Quý,bornIn,Q36587,Nghệ An,1932.0,,,19.333333333333,104.83333333333,historical_figures.csv,,,
Q4758991,Andrew X. Phạm,bornIn,Q25315,Phan Thiết,1967.0,,,10.9375,108.15833333333,historical_figures.csv,,,
Q3875765,Nguyen Van Viet,bornIn,Q33682,Nam Định,1952.0,,,20.42,106.16833333333,historical_figures.csv,,,
Q3541426,Trương Thanh Hằng,bornIn,Q1854,Thành phố Hồ Chí Minh,1986.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4194873,Dương Bạch Mai,bornIn,Q2202401,Bà Rịa,1904.0,,,10.4990423,107.167469,historical_figures.csv,,,
Q5034317,Cao Sỹ Cường,bornIn,Q36512,Thanh Hóa,1984.0,,,20.0,105.5,historical_figures.csv,,,
Q3519419,Thái Ngọc,bornIn,Q2193420,Quế Sơn,1942.0,,,15.683333333333,108.16666666667,historical_figures.csv,,,
Q4857423,Bao Phi,bornIn,Q1854,Thành phố Hồ Chí Minh,1975.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4878312,BB Minh Thúy,bornIn,Q19316,Biên Hòa,1983.0,,,10.950764,106.822136,historical_figures.csv,,,
Q3525668,Lê Minh Đảo,bornIn,Q1854,Thành phố Hồ Chí Minh,1933.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4060619,Huỳnh Kesley Alves,bornIn,Q924839,Palmeiras,1981.0,,,-12.528888888889,-41.558888888889,historical_figures.csv,,,
Q5088769,Chế Lan Viên,bornIn,Q1320413,Quảng Trị,1920.0,,,16.751162,107.185691,historical_figures.csv,,,
Q4315335,Nguyễn Văn Nguyễn,bornIn,Q33425,Mỹ Tho,1910.0,,,10.36,106.36,historical_figures.csv,,,
Q3875764,Nguyễn Văn Chiếu,bornIn,Q1854,Thành phố Hồ Chí Minh,1949.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q4358512,Nhật Kim Anh,bornIn,Q36512,Thanh Hóa,1985.0,,,20.0,105.5,historical_figures.csv,,,
Q5003211,Nguyễn Phúc Bửu Hội,bornIn,Q7188271,Phú Vang,1915.0,,,16.439663888889,107.715675,historical_figures.csv,,,
Q4925755,Thẩm Thúy Hằng,bornIn,Q72818,Hải Phòng,1940.0,,,20.8,106.66666666667,historical_figures.csv,,,
Q3541430,Trần Văn Khê,bornIn,Q185682,Liên bang Đông Dương,1921.0,,,21.033333333333,105.85,historical_figures.csv,,,
Q5951618,Huỳnh Văn Gấm,bornIn,Q25897,Tân An,1922.0,,,10.532222222222,106.40416666667,historical_figures.csv,,,
Q6403522,Khánh Thi,bornIn,Q1858,Hà Nội,1982.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5845946,Nguyễn Văn Bảy,bornIn,Q1854,Thành phố Hồ Chí Minh,1936.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5874375,Hoàng Cao Khải,bornIn,Q10842440,phủ Đức Thọ,1850.0,,,,,historical_figures.csv,,,
Q5974325,Y Ban,bornIn,Q36907,Nam Định,1961.0,,,20.25,106.25,historical_figures.csv,,,
Q6507069,Lê Hồng Anh,bornIn,Q36576,Kiên Giang,1949.0,,,10.0,105.16666666667,historical_figures.csv,,,
Q5874382,Hoàng Đình Tùng,bornIn,Q10801978,Nông Cống,1988.0,,,19.624198,105.648356,historical_figures.csv,,,
Q5315881,Dương Quỳnh Hoa,bornIn,Q1854,Thành phố Hồ Chí Minh,1930.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5923060,Hoàng Hiệp,bornIn,Q1927073,Chợ Mới,1931.0,,,10.479166666667,105.49166666667,historical_figures.csv,,,
Q5923051,Hoàng Cầm,bornIn,Q864798,Ứng Hòa,1920.0,,,20.708333333333,105.80833333333,historical_figures.csv,,,
Q6147802,Tóc Tiên,bornIn,Q1854,Thành phố Hồ Chí Minh,1989.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q6480717,Lâm Uyển Nhi,bornIn,Q19491,Nha Trang,1975.0,,,12.245,109.19166666667,historical_figures.csv,,,
Q5364105,Phương Chi,bornIn,Q127513,Kanagawa,1990.0,,,35.44775,139.64252777778,historical_figures.csv,,,
Q5363048,Nguyễn Công Huy,bornIn,Q36512,Thanh Hóa,1987.0,,,20.0,105.5,historical_figures.csv,,,
Q5925781,Lê Trọng Tấn,bornIn,Q864794,Hoài Đức,1914.0,,,21.06666667,105.71666667,historical_figures.csv,,,
Q5643887,Trần Hàm,bornIn,Q1854,Thành phố Hồ Chí Minh,1974.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5285174,Diệp Minh Châu,bornIn,Q33366,Bến Tre,1919.0,,,10.166666666667,106.5,historical_figures.csv,,,
Q6178713,Jennifer Phạm,bornIn,Q1854,Thành phố Hồ Chí Minh,1985.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5923076,Hoàng Lập Ngôn,bornIn,Q1858,Hà Nội,1910.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5974373,Nguyễn Sơn,bornIn,Q1858,Hà Nội,1908.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5923109,Hoàng Văn Bình,bornIn,Q36587,Nghệ An,1989.0,,,19.333333333333,104.83333333333,historical_figures.csv,,,
Q5215937,Đặng Minh Thu,bornIn,Q36907,Nam Định,1988.0,,,20.25,106.25,historical_figures.csv,,,
Q6480679,Lam Phương,bornIn,Q36093,Rạch Giá,1937.0,,,10.0125,105.08083333333,historical_figures.csv,,,
Q5321299,Dương Bích Liên,bornIn,Q1858,Hà Nội,1924.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5874425,Hoàng Nhật Nam,bornIn,Q36681,Thái Bình,1990.0,,,20.5,106.33333333333,historical_figures.csv,,,
Q5951559,Đào Duy Anh,bornIn,Q36512,Thanh Hóa,1904.0,,,20.0,105.5,historical_figures.csv,,,
Q5260210,Phan Đình Phùng,bornIn,Q5295773,Đông Thái,1847.0,,,20.866666666667,105.9,historical_figures.csv,,,
Q5433586,Fan Yang,bornIn,Q72818,Hải Phòng,1962.0,,,20.8,106.66666666667,historical_figures.csv,,,
Q5965429,Hồ Quang Minh,bornIn,Q1858,Hà Nội,1949.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5636435,Hà Kiều Anh,bornIn,Q1858,Hà Nội,1976.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5873093,Hiền Thục,bornIn,Q1854,Thành phố Hồ Chí Minh,1981.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5221504,Đào Duy Từ,bornIn,Q7808219,Nghi Sơn,1572.0,,,19.445277777778,105.72833333333,historical_figures.csv,,,
Q6444396,Khánh Ngọc,bornIn,Q1854,Thành phố Hồ Chí Minh,1983.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5874107,Hồ Lệ Thu,bornIn,Q1858,Hà Nội,1973.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5215950,Đặng Văn Lâm,bornIn,Q649,Moskva,1993.0,,,55.750555555556,37.6175,historical_figures.csv,,,
Q5227086,Dat Phan,bornIn,Q1854,Thành phố Hồ Chí Minh,1975.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5636422,Hà Đình Đức,bornIn,Q6470507,Thọ Xuân,1940.0,,,19.931344444444,105.52088611111,historical_figures.csv,,,
Q6405279,Đỗ Kiểm,bornIn,Q1858,Hà Nội,1933.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5962859,Hà Phương,bornIn,Q1854,Thành phố Hồ Chí Minh,1972.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q6506529,Lê Bật Hiếu,bornIn,Q36512,Thanh Hóa,1984.0,,,20.0,105.5,historical_figures.csv,,,
Q5278305,Đinh Thế Huynh,bornIn,Q36907,Nam Định,1953.0,,,20.25,106.25,historical_figures.csv,,,
Q5215952,Đặng Văn Ngữ,bornIn,Q36167,Huế,1910.0,,,16.456111111111,107.57638888889,historical_figures.csv,,,
Q5278301,Đinh Thanh Trung,bornIn,Q33996,Hà Tĩnh,1988.0,,,18.343055555556,105.90583333333,historical_figures.csv,,,
Q5874460,Hoàng Xuân Lãm,bornIn,Q36579,Quảng Trị,1928.0,,,16.75,107.0,historical_figures.csv,,,
Q5874387,Hoàng Cơ Minh,bornIn,Q1858,Hà Nội,1935.0,,,21.0245,105.84117,historical_figures.csv,,,
Q5346731,Edwin P. Smith,bornIn,Q1400,Pennsylvania,1945.0,,,41.0,-77.5,historical_figures.csv,,,
Q6480713,Lam Trường,bornIn,Q1854,Thành phố Hồ Chí Minh,1974.0,,,10.775555555556,106.70194444444,historical_figures.csv,,,
Q5923100,Hoàng Tích Chù,bornIn,Q1924271,Từ Sơn,1912.0,,,21.115893,105.955919,historical_figures.csv,,,
