h,h_label,r,t,t_label,tau_start,l_h_lat,l_h_lon,l_t_lat,l_t_lon
Q724317,Tôn Đức Thắng,diedIn,Q1858,Hà Nội,1980,,,21.0245,105.84117
Q1033935,Lê Thuần Tông,diedIn,Q1858,Hà Nội,1735,,,21.0245,105.84117
Q4517182,Lê Hy Tông,diedIn,Q1858,Hà Nội,1716,,,21.0245,105.84117
Q10838148,Yên Thao,diedIn,Q1858,Hà Nội,2024,,,21.0245,105.84117
Q3353072,Ngô Quang Trưởng,diedIn,Q408744,Falls Church,2007,,,38.882222222222,-77.171111111111
Q1111882,Lê Văn Hưu,diedIn,Q1858,Hà Nội,1322,,,21.0245,105.84117
Q713228,Lý Huệ Tông,diedIn,Q206219,Hoàng thành Thăng Long,1226,,,21.0325,105.83972
Q4315334,Nguyễn Văn Tạo,diedIn,Q1858,Hà Nội,1970,,,21.0245,105.84117
Q496924,Anrê Dũng Lạc,diedIn,Q1858,Hà Nội,1839,,,21.0245,105.84117
Q711635,Trần Nghệ Tông,diedIn,Q206219,Hoàng thành Thăng Long,1395,,,21.0325,105.83972
Q271847,Thích Quảng Đức,diedIn,Q105076255,Sài Gòn,1963,,,10.8,106.65
Q2994497,Nguyễn Văn Trỗi,diedIn,Q1854,Thành phố Hồ Chí Minh,1964,,,10.775555555556,106.70194444444
Q3141673,Hoàng Tụy,diedIn,Q1858,Hà Nội,2019,,,21.0245,105.84117
Q1156162,Anh Thơ,diedIn,Q1858,Hà Nội,2005,,,21.0245,105.84117
Q967468,Văn Cao,diedIn,Q1858,Hà Nội,1995,,,21.0245,105.84117
Q2741205,Nguyễn Văn Hinh,diedIn,Q193929,Suresnes,2004,,,48.871111111111,2.2269444444444
Q233969,Lê Đức Thọ,diedIn,Q1858,Hà Nội,1990,,,21.0245,105.84117
Q4311116,Trần Văn Giáp,diedIn,Q1858,Hà Nội,1973,,,21.0245,105.84117
Q1984347,Nguyễn Huy Thiệp,diedIn,Q1858,Hà Nội,2021,,,21.0245,105.84117
Q182405,Emmanuel Lê Phong Thuận,diedIn,Q216075,Cần Thơ,2010,,,10.1547298,105.5005357
Q739795,Nguyễn Văn Linh,diedIn,Q1858,Hà Nội,1998,,,21.0245,105.84117
Q983839,Nguyễn Hữu Thọ,diedIn,Q1858,Hà Nội,1996,,,21.0245,105.84117
Q711858,Trần Duệ Tông,diedIn,Q206219,Hoàng thành Thăng Long,1377,,,21.0325,105.83972
Q3844447,Nam Phương,diedIn,Q175717,Chabrignac,1963,,,45.316388888889,1.3405555555556
Q1033947,Lê Chân Tông,diedIn,Q1858,Hà Nội,1649,,,21.0245,105.84117
Q2705303,Phan Châu Trinh,diedIn,Q1854,Thành phố Hồ Chí Minh,1926,,,10.775555555556,106.70194444444
Q1284591,Giuse Vũ Duy Thống,diedIn,Q1854,Thành phố Hồ Chí Minh,2017,,,10.775555555556,106.70194444444
Q647889,Cường Để,diedIn,Q1490,Tokyo,1951,,,35.689444444444,139.69166666667
Q1033985,Đặng Trần Côn,diedIn,Q878276,nhà Lê sơ,1745,,,21.016666666667,105.85
Q10787925,Lê Văn Lương,diedIn,Q1858,Hà Nội,1995,,,21.0245,105.84117
Q967516,Hoàng Cầm,diedIn,Q1858,Hà Nội,2010,,,21.0245,105.84117
Q10787942,Lê Văn Thảo,diedIn,Q1854,Thành phố Hồ Chí Minh,2016,,,10.775555555556,106.70194444444
Q705695,Trần Tự Khánh,diedIn,Q1858,Hà Nội,1223,,,21.0245,105.84117
Q1146459,Marcel Nguyễn Tân Văn,diedIn,Q881,Việt Nam,1959,,,16.0,108.0
Q1073778,Phan Xích Long,diedIn,Q1854,Thành phố Hồ Chí Minh,1916,,,10.775555555556,106.70194444444
Q179910,Võ Nguyên Giáp,diedIn,Q1858,Hà Nội,2013,,,21.0245,105.84117
Q2686625,Lê Dung,diedIn,Q1858,Hà Nội,2001,,,21.0245,105.84117
Q715407,Lê Văn Duyệt,diedIn,Q1854,Thành phố Hồ Chí Minh,1832,,,10.775555555556,106.70194444444
Q704451,Trịnh Tùng,diedIn,Q5370325,Thanh Oai,1623,,,20.85808,105.7845
Q1349749,Phạm Hùng,diedIn,Q1854,Thành phố Hồ Chí Minh,1988,,,10.775555555556,106.70194444444
Q705869,Lý Anh Tông,diedIn,Q430309,Đại Việt,1175,,,21.0375,105.84
Q10833926,Vũ Tuấn Đức (nhạc sư),diedIn,Q1858,Hà Nội,1982,,,21.0245,105.84117
Q705534,Phan Huy Quát,diedIn,Q1854,Thành phố Hồ Chí Minh,1979,,,10.775555555556,106.70194444444
Q4466841,Thái Thị Liên,diedIn,Q1858,Hà Nội,2023,,,21.0245,105.84117
Q716481,Dương Nhật Lễ,diedIn,Q1858,Hà Nội,1370,,,21.0245,105.84117
Q513108,Trịnh Công Sơn,diedIn,Q1854,Thành phố Hồ Chí Minh,2001,,,10.775555555556,106.70194444444
Q1155852,Học Phi,diedIn,Q1858,Hà Nội,2014,,,21.0245,105.84117
Q707287,Phan Khắc Sửu,diedIn,Q1854,Thành phố Hồ Chí Minh,1970,,,10.775555555556,106.70194444444
Q10788228,Lư Nhất Vũ,diedIn,Q1854,Thành phố Hồ Chí Minh,2025,,,10.775555555556,106.70194444444
Q3739509,Hoàng Thi Thơ,diedIn,Q485716,Glendale,2001,,,34.170833333333,-118.25
Q3334978,Nguyễn Văn Chinh,diedIn,Q1854,Thành phố Hồ Chí Minh,2016,,,10.775555555556,106.70194444444
Q139324,Trần Đức Lương,diedIn,Q1858,Hà Nội,2025,,,21.0245,105.84117
Q704605,Phan Liêm,diedIn,Q505503,Miền Nam,1896,,,,
Q700516,Văn Tiến Dũng,diedIn,Q1858,Hà Nội,2002,,,21.0245,105.84117
Q119704082,Lưu Văn Lợi,diedIn,Q1858,Hà Nội,2016,,,21.0245,105.84117
Q367210,Sơn Ngọc Thành,diedIn,Q1854,Thành phố Hồ Chí Minh,1977,,,10.775555555556,106.70194444444
Q665382,Trần Trọng Kim,diedIn,Q25281,Đà Lạt,1953,,,11.94,108.4375
Q1354916,Nguyễn Tường Tam,diedIn,Q1854,Thành phố Hồ Chí Minh,1963,,,10.775555555556,106.70194444444
Q586004,Nguyễn Nhạc,diedIn,Q36081,Quy Nhơn,1793,,,13.769580555556,109.23137222222
Q1371547,Stêphanô Nguyễn Như Thể,diedIn,Q36167,Huế,2024,,,16.456111111111,107.57638888889
Q358051,Phạm Văn Đồng,diedIn,Q1858,Hà Nội,2000,,,21.0245,105.84117
Q10799008,Nguyễn Chí Vịnh,diedIn,Q1858,Hà Nội,2023,,,21.0245,105.84117
Q465598,Hiệp Hòa,diedIn,Q36167,Huế,1883,,,16.456111111111,107.57638888889
Q1387073,Nguyễn Văn Lém,diedIn,Q105076255,Sài Gòn,1968,,,10.8,106.65
Q3378039,Phan Huy Lê,diedIn,Q1858,Hà Nội,2018,,,21.0245,105.84117
Q1060315,Tôn Thất Thuyết,diedIn,Q59923,Long Châu,1913,,,22.345,106.85416666667
Q1937110,Trần Thiện Khiêm,diedIn,Q16553,San Jose,2021,,,37.304166666667,-121.87277777778
Q2059087,Phaolô Bùi Văn Đọc,diedIn,Q220,Roma,2018,,,41.893055555556,12.482777777778
Q3380798,Philippe Trần Văn Hoài,diedIn,Q220,Roma,2010,,,41.893055555556,12.482777777778
Q259091,Thùy Trang,diedIn,Q62,San Francisco,2001,,,37.775,-122.41944444444
Q318458,Nguyễn Phú Trọng,diedIn,Q1858,Hà Nội,2024,,,21.0245,105.84117
Q532238,Phanxicô Xaviê Nguyễn Văn Thuận,diedIn,Q220,Roma,2002,,,41.893055555556,12.482777777778
Q1156050,Trần Ích Tắc,diedIn,Q7313,nhà Nguyên,1329,,,39.915,116.39
Q1033974,Nguyễn Quang Toản,diedIn,Q36167,Huế,1802,,,16.456111111111,107.57638888889
Q10799024,Nguyễn Cơ Thạch,diedIn,Q1858,Hà Nội,1998,,,21.0245,105.84117
Q10829438,Trần Quang Huy (bộ trưởng),diedIn,Q881,Việt Nam,1995,,,16.0,108.0
Q1986594,Nicôla Huỳnh Văn Nghi,diedIn,Q25315,Phan Thiết,2015,,,10.9375,108.15833333333
Q250947,Trương Định,diedIn,Q19316,Biên Hòa,1864,,,10.950764,106.822136
Q210417,Gia Long,diedIn,Q36167,Huế,1820,,,16.456111111111,107.57638888889
Q3519562,Thanh Tòng,diedIn,Q1854,Thành phố Hồ Chí Minh,2016,,,10.775555555556,106.70194444444
Q1155848,Mộng Tuyết,diedIn,Q36093,Rạch Giá,2007,,,10.0125,105.08083333333
Q3739515,Văn Phụng,diedIn,Q252,Indonesia,1999,,,-2.0,118.0
Q1960335,Nguyễn Văn Xuân,diedIn,Q33959,Nice,1989,,,43.701944444444,7.2683333333333
Q10836766,Y Ngông Niê Kdăm,diedIn,Q1854,Thành phố Hồ Chí Minh,2001,,,10.775555555556,106.70194444444
Q1355838,Lê Sáng,diedIn,Q1854,Thành phố Hồ Chí Minh,2010,,,10.775555555556,106.70194444444
Q470095,Phan Thanh Giản,diedIn,Q505503,Miền Nam,1867,,,,
Q1354825,Giuse Maria Trịnh Như Khuê,diedIn,Q1858,Hà Nội,1978,,,21.0245,105.84117
Q3365133,Nguyễn Hữu An,diedIn,Q1858,Hà Nội,1995,,,21.0245,105.84117
Q1924279,Vũ Văn Mẫu,diedIn,Q90,Paris,1998,,,48.856666666667,2.3522222222222
Q504362,Nguyễn Khánh,diedIn,Q16553,San Jose,2013,,,37.304166666667,-121.87277777778
Q3571077,Xuân Quỳnh,diedIn,Q36729,Hải Dương,1988,,,20.916666666667,106.33333333333
Q465593,Kiến Phúc,diedIn,Q36167,Huế,1884,,,16.456111111111,107.57638888889
Q2058567,Phaolô Maria Cao Đình Thuyên,diedIn,Q33428,Vinh,2022,,,18.673333333333,105.69222222222
Q10840291,Đoàn Giỏi,diedIn,Q1854,Thành phố Hồ Chí Minh,1989,,,10.775555555556,106.70194444444
Q259091,Thùy Trang,diedIn,Q62,San Francisco,2001,,,37.7775,-122.41638888889
Q958407,Lê Phổ,diedIn,Q90,Paris,2001,,,48.856666666667,2.3522222222222
Q1934397,Nguyễn Văn Toàn,diedIn,Q65,Los Angeles,2005,,,34.05223,-118.24368
Q488644,Nguyễn Văn Hiếu,diedIn,Q19316,Biên Hòa,1975,,,10.950764,106.822136
Q81289,Nguyễn Chí Thiện,diedIn,Q49244,Santa Ana,2012,,,33.740833333333,-117.88138888889
Q3024343,Trần Thị Lý,diedIn,Q25282,Đà Nẵng,1992,,,16.069444444444,108.20972222222
Q119704082,Lưu Văn Lợi,diedIn,Q881,Việt Nam,2016,,,16.0,108.0
Q3460141,Nguyễn Gia Trí,diedIn,Q1854,Thành phố Hồ Chí Minh,1993,,,10.775555555556,106.70194444444
Q540994,Thiệu Trị,diedIn,Q36167,Huế,1847,,,16.456111111111,107.57638888889
Q2068489,Nguyễn Thị Định,diedIn,Q36635,Bến Tre,1992,,,10.233333333333,106.38333333333
Q2061481,Phaolô Nguyễn Văn Hòa,diedIn,Q19491,Nha Trang,2017,,,12.245,109.19166666667
Q10833961,Vũ Đình Liệu,diedIn,Q1854,Thành phố Hồ Chí Minh,2005,,,10.775555555556,106.70194444444
Q1315921,Hàn Mặc Tử,diedIn,Q36081,Quy Nhơn,1940,,,13.769580555556,109.23137222222
Q10829375,Trần Mai Ninh,diedIn,Q881,Việt Nam,1947,,,16.0,108.0
Q10834328,Wanbi Tuấn Anh,diedIn,Q1854,Thành phố Hồ Chí Minh,2013,,,10.775555555556,106.70194444444
Q10836719,Xích Điểu,diedIn,Q1854,Thành phố Hồ Chí Minh,2003,,,10.775555555556,106.70194444444
Q3739528,Thái Thanh,diedIn,Q5925,Quận Cam,2020,,,33.67,-117.78
Q365944,Nguyễn Văn Tâm,diedIn,Q90,Paris,1990,,,48.856666666667,2.3522222222222
Q964924,Thích Quảng Độ,diedIn,Q36167,Huế,2020,,,16.456111111111,107.57638888889
Q522266,Micae Nguyễn Khắc Ngữ,diedIn,Q33421,Long Xuyên,2009,,,10.36857,105.4234
Q7180366,Phạm Lực,bornIn,Q36167,Huế,1943,,,16.456111111111,107.57638888889
Q7180378,Phạm Quỳnh,bornIn,Q1858,Hà Nội,1892,,,21.0245,105.84117
Q7188349,Phùng Công Minh,bornIn,Q881,Việt Nam,1985,,,16.0,108.0
Q10787987,Lê Đại Chúc,bornIn,Q72818,Hải Phòng,1944,,,20.8,106.66666666667
Q705577,Lý Nhân Tông,bornIn,Q1858,Hà Nội,1066,,,21.0245,105.84117
Q4016762,Võ Hoàng Yến,bornIn,Q1854,Thành phố Hồ Chí Minh,1988,,,10.775555555556,106.70194444444
Q3739515,Văn Phụng,bornIn,Q1858,Hà Nội,1930,,,21.0245,105.84117
Q10787923,Lê Văn Lan,bornIn,Q1858,Hà Nội,1936,,,21.0245,105.84117
Q128066,Khuông Việt,bornIn,Q1858,Hà Nội,933,,,21.0245,105.84117
Q7022876,Nguyễn Minh Chuyên,bornIn,Q25315,Phan Thiết,1985,,,10.9375,108.15833333333
Q1391896,Nguyễn Quốc Quân,bornIn,Q881,Việt Nam,1953,,,16.0,108.0
Q3541424,Trương Quốc Huy,bornIn,Q881,Việt Nam,1980,,,16.0,108.0
Q92990,Bùi Tường Phong,bornIn,Q1858,Hà Nội,1942,,,21.0245,105.84117
Q1387599,Ngô Minh Chiêu,bornIn,Q1854,Thành phố Hồ Chí Minh,1878,,,10.775555555556,106.70194444444
Q3519562,Thanh Tòng,bornIn,Q1854,Thành phố Hồ Chí Minh,1948,,,10.775555555556,106.70194444444
Q7022915,Nguyễn Phúc Vĩnh Lộc,bornIn,Q36167,Huế,1926,,,16.456111111111,107.57638888889
Q958317,Nguyễn Tiến Minh,bornIn,Q1854,Thành phố Hồ Chí Minh,1983,,,10.775555555556,106.70194444444
Q952839,Cung Lê,bornIn,Q1854,Thành phố Hồ Chí Minh,1972,,,10.775555555556,106.70194444444
Q974252,Phêrô Nguyễn Văn Khảm,bornIn,Q881,Việt Nam,1952,,,16.0,108.0
Q7022932,Nguyễn Quốc Long,bornIn,Q1858,Hà Nội,1988,,,21.0245,105.84117
Q1879536,Lê Ngọc Nguyên Nhung,bornIn,Q1854,Thành phố Hồ Chí Minh,1984,,,10.775555555556,106.70194444444
Q949408,Lê Khả Phiêu,bornIn,Q36512,Thanh Hóa,1931,,,20.0,105.5
Q7180374,Phạm Phước Hưng,bornIn,Q1858,Hà Nội,1988,,,21.0245,105.84117
Q716497,Trần Hiến Tông,bornIn,Q1858,Hà Nội,1319,,,21.0245,105.84117
Q867406,Cindy Thái Tài,bornIn,Q1854,Thành phố Hồ Chí Minh,1981,,,10.775555555556,106.70194444444
Q460917,Trần Nữ Yên Khê,bornIn,Q881,Việt Nam,1968,,,16.0,108.0
Q1771050,Lê Thánh Tông,bornIn,Q1858,Hà Nội,1442,,,21.0245,105.84117
Q3739528,Thái Thanh,bornIn,Q1858,Hà Nội,1934,,,21.0245,105.84117
Q7180369,Phạm Minh Đức,bornIn,Q881,Việt Nam,1976,,,16.0,108.0
Q7022966,Nguyễn Thị Hoài Thu (vận động viên),bornIn,Q1858,Hà Nội,1985,,,21.0245,105.84117
Q19594359,Phạm Mạnh Hùng,bornIn,Q36587,Nghệ An,1993,,,19.333333333333,104.83333333333
Q7180375,Phạm Quang Nghị,bornIn,Q36512,Thanh Hóa,1949,,,20.0,105.5
Q4098435,Bùi Vinh,bornIn,Q881,Việt Nam,1976,,,16.0,108.0
Q1984362,Nguyễn Đức Mộc,bornIn,Q881,Việt Nam,1913,,,16.0,108.0
Q3541755,Võ Đình Tuấn,bornIn,Q19491,Nha Trang,1948,,,12.245,109.19166666667
Q1387616,Nguyễn Bá Cẩn,bornIn,Q216075,Cần Thơ,1930,,,10.1547298,105.5005357
Q7022892,Nguyễn Ngọc Thanh,bornIn,Q1854,Thành phố Hồ Chí Minh,1982,,,10.775555555556,106.70194444444
Q4254269,Hoàng Văn Phúc,bornIn,Q881,Việt Nam,1964,,,16.0,108.0
Q10787981,Lê Đình Trưởng,bornIn,Q36235,Hưng Yên,1954,,,20.816666666667,106.05
Q3339354,Nguyễn Văn Huyên,bornIn,Q1858,Hà Nội,1908,,,21.0245,105.84117
Q310913,Thích Nhất Hạnh,bornIn,Q36167,Huế,1926,,,16.456111111111,107.57638888889
Q3339364,Nguyễn Tiến Trung,bornIn,Q5942559,Hưng Hà,1983,,,20.583,106.167
Q3541426,Trương Thanh Hằng,bornIn,Q1854,Thành phố Hồ Chí Minh,1986,,,10.775555555556,106.70194444444
Q470095,Phan Thanh Giản,bornIn,Q2502014,Biên Hòa,1796,,,10.95,106.87388888889
Q10787982,Lê Đông Phong,bornIn,Q5311201,Đức Hòa,1960,,,10.879166666667,106.425
Q1324691,Trần Văn Dĩnh,bornIn,Q36167,Huế,1923,,,16.456111111111,107.57638888889
Q902692,Nguyễn Phan Long,bornIn,Q1854,Thành phố Hồ Chí Minh,1889,,,10.775555555556,106.70194444444
Q3525668,Lê Minh Đảo,bornIn,Q1854,Thành phố Hồ Chí Minh,1933,,,10.775555555556,106.70194444444
Q3875764,Nguyễn Văn Chiếu,bornIn,Q1854,Thành phố Hồ Chí Minh,1949,,,10.775555555556,106.70194444444
Q1320395,Đào Thiên Hải,bornIn,Q36676,Đồng Tháp,1978,,,10.455015,105.633957
Q926022,Nguyễn Huy Hoàng,bornIn,Q36587,Nghệ An,1981,,,19.333333333333,104.83333333333
Q7180372,Phạm Nguyên Sa,bornIn,Q25282,Đà Nẵng,1989,,,16.069444444444,108.20972222222
Q7180371,Phạm Ngọc Lan,bornIn,Q725063,Điện Bàn,1934,,,15.888472222222,108.25456666667
Q469821,Hanoi Hannah,bornIn,Q1858,Hà Nội,1931,,,21.0245,105.84117
Q1320513,Phạm Văn Quyến,bornIn,Q36587,Nghệ An,1984,,,19.333333333333,104.83333333333
Q475462,Phạm Duy,diedIn,Q1854,Thành phố Hồ Chí Minh,2013,,,10.775555555556,106.70194444444
Q10807056,Phạm Văn Bạch,diedIn,Q1854,Thành phố Hồ Chí Minh,1986,,,10.775555555556,106.70194444444
Q434419,Minh Mạng,diedIn,Q36167,Huế,1841,,,16.456111111111,107.57638888889
Q1706367,Giuse Maria Trịnh Văn Căn,diedIn,Q1858,Hà Nội,1990,,,21.0245,105.84117
Q49054814,Mai Thọ Truyền,diedIn,Q1854,Thành phố Hồ Chí Minh,1973,,,10.775555555556,106.70194444444
Q470920,Lê Đức Anh,diedIn,Q1858,Hà Nội,2019,,,21.0245,105.84117
Q10757578,Dương Nghiễm Mậu,diedIn,Q1854,Thành phố Hồ Chí Minh,2016,,,10.775555555556,106.70194444444
Q10828651,Trúc Khê,diedIn,Q1858,Hà Nội,1947,,,21.0245,105.84117
Q10829540,Trần Tiêu,diedIn,Q1858,Hà Nội,1954,,,21.0245,105.84117
Q121326893,Vũ Ngọc Phượng,diedIn,Q1858,Hà Nội,2022,,,21.0245,105.84117
Q926510,Nguyễn Ngọc Thơ,diedIn,Q1854,Thành phố Hồ Chí Minh,1976,,,10.775555555556,106.70194444444
Q10799221,Nguyễn Khánh Dư (nghệ sĩ),diedIn,Q1858,Hà Nội,2007,,,21.0245,105.84117
Q10825598,Thành Tôn,diedIn,Q1854,Thành phố Hồ Chí Minh,1997,,,10.775555555556,106.70194444444
Q1708101,Giuse Trần Xuân Tiếu,diedIn,Q33421,Long Xuyên,2025,,,10.36857,105.4234
Q379775,Nguyễn Huệ,diedIn,Q36167,Huế,1792,,,16.456111111111,107.57638888889
Q10799077,Nguyễn Duy Trinh,diedIn,Q1858,Hà Nội,1985,,,21.0245,105.84117
Q10824731,Thanh Châu (nhà văn),diedIn,Q1854,Thành phố Hồ Chí Minh,2007,,,10.775555555556,106.70194444444
Q10828691,Trương Duy Toản,diedIn,Q1854,Thành phố Hồ Chí Minh,1957,,,10.775555555556,106.70194444444
Q949408,Lê Khả Phiêu,diedIn,Q1858,Hà Nội,2020,,,21.0245,105.84117
Q3525662,Lê Văn Hưng,diedIn,Q216075,Cần Thơ,1975,,,10.1547298,105.5005357
Q1747187,Mai Văn Hòa,diedIn,Q1854,Thành phố Hồ Chí Minh,1971,,,10.775555555556,106.70194444444
Q10799190,Nguyễn Hữu Tiến,diedIn,Q1858,Hà Nội,1941,,,21.0245,105.84117
Q10840175,Điềm Phùng Thị,diedIn,Q36167,Huế,2002,,,16.456111111111,107.57638888889
Q10799256,Nguyễn Lam,diedIn,Q1858,Hà Nội,1990,,,21.0245,105.84117
Q10799222,Nguyễn Khánh Toàn,diedIn,Q1858,Hà Nội,1993,,,21.0245,105.84117
Q1797921,Xuân Thủy,diedIn,Q1858,Hà Nội,1985,,,21.0245,105.84117
Q10829453,Trần Quốc Hoàn,diedIn,Q1858,Hà Nội,1986,,,21.0245,105.84117
Q1684618,Gioan Baotixita Bùi Tuần,diedIn,Q33421,Long Xuyên,2024,,,10.36857,105.4234
Q48887811,Năm Phỉ,diedIn,Q1854,Thành phố Hồ Chí Minh,1954,,,10.775555555556,106.70194444444
Q379489,Phan Văn Khải,diedIn,Q1854,Thành phố Hồ Chí Minh,2018,,,10.775555555556,106.70194444444
Q10829448,Trần Quyết,diedIn,Q1858,Hà Nội,2010,,,21.0245,105.84117
Q10825879,Thép Mới,diedIn,Q1854,Thành phố Hồ Chí Minh,1991,,,10.775555555556,106.70194444444
Q10799091,Nguyễn Hiến Lê,diedIn,Q1854,Thành phố Hồ Chí Minh,1984,,,10.775555555556,106.70194444444
Q10824152,Tađêô Lê Hữu Từ,diedIn,Q1854,Thành phố Hồ Chí Minh,1967,,,10.775555555556,106.70194444444
Q2368890,Hoàng Diệu,diedIn,Q1858,Hà Nội,1882,,,21.0245,105.84117
Q10826467,Thế Lữ,diedIn,Q1854,Thành phố Hồ Chí Minh,1989,,,10.775555555556,106.70194444444
Q10757068,Dung Hà,diedIn,Q1854,Thành phố Hồ Chí Minh,2000,,,10.775555555556,106.70194444444
Q10806914,Phạm Huỳnh Tam Lang,diedIn,Q1854,Thành phố Hồ Chí Minh,2014,,,10.775555555556,106.70194444444
Q2618384,Trần Đức Thảo,diedIn,Q90,Paris,1993,,,48.856666666667,2.3522222222222
Q10829325,Trần Hồng Quân,diedIn,Q1854,Thành phố Hồ Chí Minh,2023,,,10.775555555556,106.70194444444
Q10748315,Chí Tài,diedIn,Q1854,Thành phố Hồ Chí Minh,2020,,,10.775555555556,106.70194444444
Q10799268,Nguyễn Lương Bằng,diedIn,Q1858,Hà Nội,1979,,,21.0245,105.84117
Q10829353,Trần Kim Thạch,diedIn,Q1854,Thành phố Hồ Chí Minh,2009,,,10.775555555556,106.70194444444
Q313322,Nguyễn Du,diedIn,Q36167,Huế,1820,,,16.456111111111,107.57638888889
Q10799165,Nguyễn Hữu Hạnh,diedIn,Q1854,Thành phố Hồ Chí Minh,2019,,,10.775555555556,106.70194444444
Q10829465,Trần Quỳnh,diedIn,Q1858,Hà Nội,2005,,,21.0245,105.84117
Q10828719,Trương Quang Được,diedIn,Q1858,Hà Nội,2016,,,21.0245,105.84117
Q10828731,Trương Thanh Đăng,diedIn,Q1854,Thành phố Hồ Chí Minh,1985,,,10.775555555556,106.70194444444
Q10799207,Nguyễn Khang,diedIn,Q1858,Hà Nội,1976,,,21.0245,105.84117
Q10744296,Cao Xuân Hạo,diedIn,Q1854,Thành phố Hồ Chí Minh,2007,,,10.775555555556,106.70194444444
Q465259,Hồ Xuân Hương,diedIn,Q1858,Hà Nội,1822,,,21.0245,105.84117
Q1460430,Phaolô Nguyễn Thanh Hoan,diedIn,Q25315,Phan Thiết,2014,,,10.9375,108.15833333333
Q439381,Phaolô Lê Đắc Trọng,diedIn,Q1858,Hà Nội,2009,,,21.0245,105.84117
Q6711240,Lê Văn Thiêm,diedIn,Q1854,Thành phố Hồ Chí Minh,1991,,,10.775555555556,106.70194444444
Q6706064,Lưu Trọng Lư,diedIn,Q1858,Hà Nội,1991,,,21.0245,105.84117
Q10800056,Nguyễn Xiển,diedIn,Q1858,Hà Nội,1997,,,21.0245,105.84117
Q10787486,Lâm Quang Thự,diedIn,Q1858,Hà Nội,1990,,,21.0245,105.84117
Q10743053,Băng Sơn,diedIn,Q1858,Hà Nội,2010,,,21.0245,105.84117
Q6649678,Lê Huyền Tông,diedIn,Q1858,Hà Nội,1671,,,21.0245,105.84117
Q10829886,Trịnh Thịnh,diedIn,Q1858,Hà Nội,2014,,,21.0245,105.84117
Q10757497,Dũng Hà,diedIn,Q1858,Hà Nội,2011,,,21.0245,105.84117
Q10825199,Thiếu Sơn,diedIn,Q36167,Huế,1978,,,16.456111111111,107.57638888889
Q10787814,Lê Thanh Nghị,diedIn,Q1858,Hà Nội,1989,,,21.0245,105.84117
Q10742839,Bùi Trang Chước,diedIn,Q1858,Hà Nội,1992,,,21.0245,105.84117
Q10806320,Phương Thanh,diedIn,Q1858,Hà Nội,2009,,,21.0245,105.84117
Q10761668,Giàng Seo Phử,diedIn,Q1858,Hà Nội,2017,,,21.0245,105.84117
Q1387616,Nguyễn Bá Cẩn,diedIn,Q16553,San Jose,2009,,,37.304166666667,-121.87277777778
Q10742872,Bùi Ðình Hạc,diedIn,Q1858,Hà Nội,2023,,,21.0245,105.84117
Q10831190,Tô Hoài,diedIn,Q1858,Hà Nội,2014,,,21.0245,105.84117
