h,h_label,r,t,t_label,tau_start,l_h_lat,l_h_lon,l_t_lat,l_t_lon,__file,tau_end,vi_context,source,h_in_vn,t_in_vn
Q1306742,Hoàng Minh Chính,bornIn,Q6961159,Nam Trực,1922.0,20.3365,106.2167,20.3365,106.2167,historical_figures.csv,,,,True,True
Q1323584,Lưu Thị Diễm Hương,bornIn,Q1854,Thành phố Hồ Chí Minh,1990.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q1464707,Lê Lương Minh,bornIn,Q36512,Thanh Hóa,1952.0,20.0,105.5,20.0,105.5,historical_figures.csv,,,,True,True
Q1111868,Nguyễn Tuân,bornIn,Q10800942,Nhân Chính,1910.0,21.003888888889,105.80305555556,21.003888888889,105.80305555556,historical_figures.csv,,,,True,True
Q1747187,Mai Văn Hòa,bornIn,Q1858,Hà Nội,1927.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1381649,Men Nguyễn,bornIn,Q25315,Phan Thiết,1954.0,10.9375,108.15833333333,10.9375,108.15833333333,historical_figures.csv,,,,True,True
Q1317986,Lê Trung Tông,bornIn,Q2421186,Cố đô Hoa Lư,983.0,20.25527778,105.95416667,20.25527778,105.95416667,historical_figures.csv,,,,True,True
Q1678059,Giacôbê Nguyễn Văn Mầu,bornIn,Q2202401,Bà Rịa,1914.0,10.4990423,107.167469,10.4990423,107.167469,historical_figures.csv,,,,True,True
Q1767581,Đèo Nàng Tỏi,bornIn,Q6650220,Mường Lay,1914.0,22.067777777778,103.15055555556,22.067777777778,103.15055555556,historical_figures.csv,,,,True,True
Q1611010,Vũ Trọng Phụng,bornIn,Q1858,Hà Nội,1912.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1089003,Chu Hoàng Diệu Linh,bornIn,Q1858,Hà Nội,1994.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1155852,Học Phi,bornIn,Q7801034,Tiên Lữ,1913.0,20.700014,106.118414,20.700014,106.118414,historical_figures.csv,,,,True,True
Q1146459,Marcel Nguyễn Tân Văn,bornIn,Q33381,Bắc Ninh,1928.0,21.18608,106.07631,21.18608,106.07631,historical_figures.csv,,,,True,True
Q1237486,Đa Minh Maria Hồ Ngọc Cẩn,bornIn,Q881,Việt Nam,1876.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q1923822,Phương Thanh,bornIn,Q36512,Thanh Hóa,1973.0,20.0,105.5,20.0,105.5,historical_figures.csv,,,,True,True
Q1387073,Nguyễn Văn Lém,bornIn,Q105076326,Sài Gòn,1933.0,10.8,106.65,10.8,106.65,historical_figures.csv,,,,True,True
Q1653599,Vũ Thị Trang,bornIn,Q36367,Bắc Giang,1992.0,21.333333333333,106.43333333333,21.333333333333,106.43333333333,historical_figures.csv,,,,True,True
Q1879535,Lê Thu Huyền,bornIn,Q1858,Hà Nội,1994.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1315961,Vũ Hà Văn,bornIn,Q1858,Hà Nội,1970.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1450861,Phanxicô Xaviê Lê Văn Hồng,bornIn,Q1320413,Quảng Trị,1940.0,16.751162,107.185691,16.751162,107.185691,historical_figures.csv,,,,True,True
Q1156424,Hằng Phương,bornIn,Q725063,Điện Bàn,1908.0,15.888472222222,108.25456666667,15.888472222222,108.25456666667,historical_figures.csv,,,,True,True
Q1320245,Kiều Chinh,bornIn,Q1858,Hà Nội,1937.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1320245,Kiều Chinh,bornIn,Q1858,Hà Nội,1939.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1111882,Lê Văn Hưu,bornIn,Q5295770,Đông Sơn,1230.0,19.79742,105.72465,19.79742,105.72465,historical_figures.csv,,,,True,True
Q1391896,Nguyễn Quốc Quân,bornIn,Q881,Việt Nam,1953.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q1073778,Phan Xích Long,bornIn,Q25897,Tân An,1893.0,10.532222222222,106.40416666667,10.532222222222,106.40416666667,historical_figures.csv,,,,True,True
Q1320534,Phạm Văn Trà,bornIn,Q1924544,Quế Võ,1935.0,21.146111111111,106.17305555556,21.146111111111,106.17305555556,historical_figures.csv,,,,True,True
Q1934886,Lê Nam,bornIn,Q408,Úc,1978.0,-25.0,133.0,-25.0,133.0,historical_figures.csv,,,,False,False
Q1934886,Lê Nam,bornIn,Q408,Úc,1979.0,-25.0,133.0,-25.0,133.0,historical_figures.csv,,,,False,False
Q1155829,Vân Đài,bornIn,Q1858,Hà Nội,1903.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1387599,Ngô Minh Chiêu,bornIn,Q1854,Thành phố Hồ Chí Minh,1878.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q1155848,Mộng Tuyết,bornIn,Q800154,Hà Tiên,1914.0,10.38333333,104.48333333,10.38333333,104.48333333,historical_figures.csv,,,,True,True
Q1320128,Đặng Hữu Phúc,bornIn,Q36610,Phú Thọ,1953.0,21.333333333333,105.16666666667,21.333333333333,105.16666666667,historical_figures.csv,,,,True,True
Q1073778,Phan Xích Long,bornIn,Q2405555,Chợ Lớn,1893.0,10.7514918,106.6604732,10.7514918,106.6604732,historical_figures.csv,,,,True,True
Q1354916,Nguyễn Tường Tam,bornIn,Q3031197,Cẩm Giàng,1906.0,20.95,106.22083333333,20.95,106.22083333333,historical_figures.csv,,,,True,True
Q1436177,Nguyễn Hoàng Hải,bornIn,Q36367,Bắc Giang,1986.0,21.333333333333,106.43333333333,21.333333333333,106.43333333333,historical_figures.csv,,,,True,True
Q1708101,Giuse Trần Xuân Tiếu,bornIn,Q33682,Nam Định,1945.0,20.42,106.16833333333,20.42,106.16833333333,historical_figures.csv,,,,True,True
Q1156050,Trần Ích Tắc,bornIn,Q1858,Hà Nội,1254.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1295622,Giuse Vũ Văn Thiên,bornIn,Q36729,Hải Dương,1960.0,20.916666666667,106.33333333333,20.916666666667,106.33333333333,historical_figures.csv,,,,True,True
Q1284591,Giuse Vũ Duy Thống,bornIn,Q36681,Thái Bình,1952.0,20.5,106.33333333333,20.5,106.33333333333,historical_figures.csv,,,,True,True
Q1156162,Anh Thơ,bornIn,Q3031628,Ninh Giang,1921.0,20.75007,106.33329,20.75007,106.33329,historical_figures.csv,,,,True,True
Q1879536,Lê Ngọc Nguyên Nhung,bornIn,Q1854,Thành phố Hồ Chí Minh,1984.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q1754038,Smas Slayman,bornIn,Q34789,Vĩnh Long,1943.0,10.2537,105.9723,10.2537,105.9723,historical_figures.csv,,,,True,True
Q1923748,Võ Quý,bornIn,Q33351,Hà Tĩnh,1929.0,18.333333333333,105.9,18.333333333333,105.9,historical_figures.csv,,,,True,True
Q1188670,Fabio dos Santos,bornIn,Q8678,Rio de Janeiro,1977.0,-22.911111111111,-43.205555555556,-22.911111111111,-43.205555555556,historical_figures.csv,,,,False,False
Q1771050,Lê Thánh Tông,bornIn,Q1858,Hà Nội,1442.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1371547,Stêphanô Nguyễn Như Thể,bornIn,Q36579,Quảng Trị,1935.0,16.75,107.0,16.75,107.0,historical_figures.csv,,,,True,True
Q1706367,Giuse Maria Trịnh Văn Căn,bornIn,Q185682,Liên bang Đông Dương,1921.0,21.033333333333,105.85,21.033333333333,105.85,historical_figures.csv,,,,True,True
Q1632174,Hoàng Vĩnh Lộc,bornIn,Q9326,Viêng Chăn,1925.0,17.98,102.63,17.98,102.63,historical_figures.csv,,,,True,True
Q1354244,Nguyễn Lộc,bornIn,Q1858,Hà Nội,1912.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1159515,Đặng Ngọc Long,bornIn,Q881,Việt Nam,1957.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q1329827,Dương Trương Thiên Lý,bornIn,Q36676,Đồng Tháp,1989.0,10.455015,105.633957,10.455015,105.633957,historical_figures.csv,,,,True,True
Q1601892,Hồ Anh Thái,bornIn,Q1858,Hà Nội,1960.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1354825,Giuse Maria Trịnh Như Khuê,bornIn,Q881,Việt Nam,1898.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q1600335,The Chau Ngo,bornIn,Q1858,Hà Nội,1977.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1797921,Xuân Thủy,bornIn,Q1858,Hà Nội,1912.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1159527,Đặng Thái Sơn,bornIn,Q1858,Hà Nội,1958.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1882227,Ma Văn Kháng,bornIn,Q1858,Hà Nội,1936.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1387616,Nguyễn Bá Cẩn,bornIn,Q216075,Cần Thơ,1930.0,10.1547298,105.5005357,10.1547298,105.5005357,historical_figures.csv,,,,True,True
Q1827063,Phạm Văn Sơn,bornIn,Q546840,Hà Đông,1915.0,20.97148,105.776421,20.97148,105.776421,historical_figures.csv,,,,True,True
Q1756306,Lê Ngọc Hân,bornIn,Q10825974,Thăng Long,1770.0,,,,,historical_figures.csv,,,,True,True
Q1165375,Dao Bac,bornIn,Q881,Việt Nam,1950.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q1937110,Trần Thiện Khiêm,bornIn,Q1854,Thành phố Hồ Chí Minh,1925.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q1924279,Vũ Văn Mẫu,bornIn,Q10810556,Quất Động,1914.0,20.838338,105.873951,20.838338,105.873951,historical_figures.csv,,,,True,True
Q1349749,Phạm Hùng,bornIn,Q7333405,Vĩnh Long,1912.0,10.166666666667,106.0,10.166666666667,106.0,historical_figures.csv,,,,True,True
Q1937110,Trần Thiện Khiêm,bornIn,Q26573,Long An,1925.0,10.666666666667,106.16666666667,10.666666666667,106.16666666667,historical_figures.csv,,,,True,True
Q1088997,Tan-Cuong Chu,bornIn,Q1858,Hà Nội,1963.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1924248,Khánh Ly,bornIn,Q1858,Hà Nội,1945.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1605885,Henri Huet,bornIn,Q25281,Đà Lạt,1927.0,11.94,108.4375,11.94,108.4375,historical_figures.csv,,,,True,True
Q1934397,Nguyễn Văn Toàn,bornIn,Q36167,Huế,1932.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q1134494,Dương Tam Kha,bornIn,Q881,Việt Nam,901.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q1387184,Phan Thanh Bình,bornIn,Q6473680,Lai Vung,1986.0,10.217,105.667,10.217,105.667,historical_figures.csv,,,,True,True
Q1086832,Cù Huy Hà Vũ,bornIn,Q10838746,Ân Phú,1957.0,,,,,historical_figures.csv,,,,True,True
Q1451220,Phanxicô Xaviê Nguyễn Quang Sách,bornIn,Q25282,Đà Nẵng,1925.0,16.069444444444,108.20972222222,16.069444444444,108.20972222222,historical_figures.csv,,,,True,True
Q1324691,Trần Văn Dĩnh,bornIn,Q36167,Huế,1923.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q1315921,Hàn Mặc Tử,bornIn,Q1877,Đồng Hới,1912.0,17.483333333333,106.6,17.483333333333,106.6,historical_figures.csv,,,,True,True
Q1934566,Hoàng Thùy Linh,bornIn,Q1858,Hà Nội,1988.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1460430,Phaolô Nguyễn Thanh Hoan,bornIn,Q36587,Nghệ An,1939.0,19.333333333333,104.83333333333,19.333333333333,104.83333333333,historical_figures.csv,,,,True,True
Q1669434,Giuse Nguyễn Chí Linh,bornIn,Q10771691,Hải Thanh,1949.0,19.431666666667,105.80638888889,19.431666666667,105.80638888889,historical_figures.csv,,,,True,True
Q1155639,Vũ Ngọc Phan,bornIn,Q1858,Hà Nội,1902.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1931533,Nguyễn Văn Hùng,bornIn,Q36175,Thanh Hóa,1980.0,19.8075,105.77638888889,19.8075,105.77638888889,historical_figures.csv,,,,True,True
Q1924279,Vũ Văn Mẫu,bornIn,Q1858,Hà Nội,1914.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1320395,Đào Thiên Hải,bornIn,Q36676,Đồng Tháp,1978.0,10.455015,105.633957,10.455015,105.633957,historical_figures.csv,,,,True,True
Q1707704,Giuse Nguyễn Tấn Tước,bornIn,Q36866,Bình Dương,1958.0,11.166666666667,106.66666666667,11.166666666667,106.66666666667,historical_figures.csv,,,,True,True
Q1756323,Cao Bá Quát,bornIn,Q1134500,Gia Lâm,1809.0,21.029166666667,105.975,21.029166666667,105.975,historical_figures.csv,,,,True,True
Q1144138,Cường Vũ,bornIn,Q1854,Thành phố Hồ Chí Minh,1969.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q1156062,Hoàng Kế Viêm,bornIn,Q596473,Quảng Ninh,1820.0,17.233,106.55,17.233,106.55,historical_figures.csv,,,,True,True
Q1812156,Nguyễn Chí Thanh,bornIn,Q36399,Huế,1913.0,16.463888888889,107.58666666667,16.463888888889,107.58666666667,historical_figures.csv,,,,True,True
Q1355838,Lê Sáng,bornIn,Q1858,Hà Nội,1920.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1155303,Huyền Trân,bornIn,Q10825974,Thăng Long,1289.0,,,,,historical_figures.csv,,,,True,True
Q1707703,Giuse Nguyễn Năng,bornIn,Q8052185,Yên Khánh,1953.0,20.183,106.083,20.183,106.083,historical_figures.csv,,,,True,True
Q1684618,Gioan Baotixita Bùi Tuần,bornIn,Q20969067,Bắc Kỳ,1928.0,21.0,106.0,21.0,106.0,historical_figures.csv,,,,True,True
Q1320513,Phạm Văn Quyến,bornIn,Q36587,Nghệ An,1984.0,19.333333333333,104.83333333333,19.333333333333,104.83333333333,historical_figures.csv,,,,True,True
Q1033985,Đặng Trần Côn,bornIn,Q1858,Hà Nội,1710.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1033985,Đặng Trần Côn,bornIn,Q1858,Hà Nội,1715.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q711635,Trần Nghệ Tông,bornIn,Q1858,Hà Nội,1321.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1033943,Lê Ý Tông,bornIn,Q1858,Hà Nội,1719.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q923479,John Phan,bornIn,Q25282,Đà Nẵng,1974.0,16.069444444444,108.20972222222,16.069444444444,108.20972222222,historical_figures.csv,,,,True,True
Q716761,Trần Thuận Tông,bornIn,Q1858,Hà Nội,1378.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q967516,Hoàng Cầm,bornIn,Q36736,Bắc Giang,1922.0,21.273055555556,106.19472222222,21.273055555556,106.19472222222,historical_figures.csv,,,,True,True
Q862051,Nguyễn Lữ,bornIn,Q36693,Bình Định,1754.0,14.166666666667,109.0,14.166666666667,109.0,historical_figures.csv,,,,True,True
Q705695,Trần Tự Khánh,bornIn,Q5942559,Hưng Hà,1150.0,20.583,106.167,20.583,106.167,historical_figures.csv,,,,True,True
Q1057829,Elly Trần,bornIn,Q1854,Thành phố Hồ Chí Minh,1987.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q705534,Phan Huy Quát,bornIn,Q10826143,Thạch Châu,1911.0,18.437222222222,105.88722222222,18.437222222222,105.88722222222,historical_figures.csv,,,,True,True
Q714121,Niels Lan Doky,bornIn,Q1748,Copenhagen,1963.0,55.676111111111,12.568888888889,55.676111111111,12.568888888889,historical_figures.csv,,,,False,False
Q705577,Lý Nhân Tông,bornIn,Q1858,Hà Nội,1066.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q926038,Lê Tấn Tài,bornIn,Q33369,Khánh Hòa,1984.0,12.333333333333,109.0,12.333333333333,109.0,historical_figures.csv,,,,True,True
Q987272,Düki,bornIn,Q1858,Hà Nội,1990.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q711858,Trần Duệ Tông,bornIn,Q1858,Hà Nội,1337.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q724317,Tôn Đức Thắng,bornIn,Q33421,Long Xuyên,1888.0,10.36857,105.4234,10.36857,105.4234,historical_figures.csv,,,,True,True
Q649858,Chu Huy Mân,bornIn,Q33428,Vinh,1913.0,18.673333333333,105.69222222222,18.673333333333,105.69222222222,historical_figures.csv,,,,True,True
Q710698,Giuse Ngô Quang Kiệt,bornIn,Q391406,Thánh địa Mỹ Sơn,1952.0,15.76324,108.124446,15.76324,108.124446,historical_figures.csv,,,,True,True
Q1033931,Lê Thần Tông,bornIn,Q1858,Hà Nội,1607.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q983839,Nguyễn Hữu Thọ,bornIn,Q1854,Thành phố Hồ Chí Minh,1910.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q716585,Ngô Sĩ Liên,bornIn,Q5116478,Chương Mỹ,1400.0,20.919604,105.700471,20.919604,105.700471,historical_figures.csv,,,,True,True
Q1062988,Nguyễn Phúc Chu,bornIn,Q1827039,Đàng Trong,1675.0,,,,,historical_figures.csv,,,,True,True
Q672819,Huỳnh Quang Thanh,bornIn,Q1854,Thành phố Hồ Chí Minh,1984.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q715407,Lê Văn Duyệt,bornIn,Q10841828,Định Tường,1763.0,10.358528694444,106.36429938889,10.358528694444,106.36429938889,historical_figures.csv,,,,True,True
Q910721,Đặng Thùy Trâm,bornIn,Q36167,Huế,1942.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q1036300,Xuân Diệu,bornIn,Q36693,Bình Định,1916.0,14.166666666667,109.0,14.166666666667,109.0,historical_figures.csv,,,,True,True
Q964924,Thích Quảng Độ,bornIn,Q36681,Thái Bình,1928.0,20.5,106.33333333333,20.5,106.33333333333,historical_figures.csv,,,,True,True
Q700897,Hoàng Văn Thái,bornIn,Q800054,Tiền Hải,1915.0,20.405467,106.503772,20.405467,106.503772,historical_figures.csv,,,,True,True
Q734168,Lê Quang Liêm,bornIn,Q1854,Thành phố Hồ Chí Minh,1991.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q714138,Phaolô Giuse Phạm Đình Tụng,bornIn,Q10838171,Yên Thắng,1919.0,20.148055555556,105.95416666667,20.148055555556,105.95416666667,historical_figures.csv,,,,True,True
Q958317,Nguyễn Tiến Minh,bornIn,Q1854,Thành phố Hồ Chí Minh,1983.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q1033940,Mạc Mậu Hợp,bornIn,Q1858,Hà Nội,1560.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1060315,Tôn Thất Thuyết,bornIn,Q36167,Huế,1839.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q1001807,Khúc Thừa Dụ,bornIn,Q3031628,Ninh Giang,801.0,20.75007,106.33329,20.75007,106.33329,historical_figures.csv,,,,True,True
Q1033935,Lê Thuần Tông,bornIn,Q1858,Hà Nội,1699.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q952839,Cung Lê,bornIn,Q1854,Thành phố Hồ Chí Minh,1972.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q704605,Phan Liêm,bornIn,Q2502014,Biên Hòa,1833.0,10.95,106.87388888889,10.95,106.87388888889,historical_figures.csv,,,,True,True
Q704226,Trịnh Kiểm,bornIn,Q36175,Thanh Hóa,1503.0,19.8075,105.77638888889,19.8075,105.77638888889,historical_figures.csv,,,,True,True
Q705682,Hoàng Văn Hoan,bornIn,Q7273055,Quỳnh Lưu,1905.0,19.167,105.667,19.167,105.667,historical_figures.csv,,,,True,True
Q974252,Phêrô Nguyễn Văn Khảm,bornIn,Q881,Việt Nam,1952.0,16.0,108.0,16.0,108.0,historical_figures.csv,,,,True,True
Q949408,Lê Khả Phiêu,bornIn,Q36512,Thanh Hóa,1931.0,20.0,105.5,20.0,105.5,historical_figures.csv,,,,True,True
Q716497,Trần Hiến Tông,bornIn,Q1858,Hà Nội,1319.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q978221,Thùy Lâm,bornIn,Q8179,Pangkal Pinang,1987.0,-2.1,106.1,-2.1,106.1,historical_figures.csv,,,,False,False
Q1063923,Bùi Thị Xuân,bornIn,Q1320837,Tây Sơn,1752.0,13.907494,108.922566,13.907494,108.922566,historical_figures.csv,,,,True,True
Q713228,Lý Huệ Tông,bornIn,Q206219,Hoàng thành Thăng Long,1194.0,21.0325,105.83972,21.0325,105.83972,historical_figures.csv,,,,True,True
Q665382,Trần Trọng Kim,bornIn,Q7022325,Nghi Xuân,1883.0,18.625,105.76666666667,18.625,105.76666666667,historical_figures.csv,,,,True,True
Q948799,Nguyen Van Nghi,bornIn,Q1858,Hà Nội,1909.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q867406,Cindy Thái Tài,bornIn,Q1854,Thành phố Hồ Chí Minh,1981.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q739795,Nguyễn Văn Linh,bornIn,Q36235,Hưng Yên,1915.0,20.816666666667,106.05,20.816666666667,106.05,historical_figures.csv,,,,True,True
Q774982,Đoàn Viết Hoạt,bornIn,Q1077294,Hà Tây,1942.0,20.833333333333,105.66666666667,20.833333333333,105.66666666667,historical_figures.csv,,,,True,True
Q724117,Nguyễn Đình Thi,bornIn,Q190165,Luangprabang,1924.0,19.89,102.13472222222,19.89,102.13472222222,historical_figures.csv,,,,True,True
Q868808,Bùi Tấn Trường,bornIn,Q36676,Đồng Tháp,1986.0,10.455015,105.633957,10.455015,105.633957,historical_figures.csv,,,,True,True
Q704833,Cẩm Ly,bornIn,Q1854,Thành phố Hồ Chí Minh,1970.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q711456,Trần Thánh Tông,bornIn,Q1858,Hà Nội,1240.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q700879,Mai Hắc Đế,bornIn,Q10789959,Mai Phụ,,18.423055555556,105.89,18.423055555556,105.89,historical_figures.csv,,,,True,True
Q967468,Văn Cao,bornIn,Q72818,Hải Phòng,1923.0,20.8,106.66666666667,20.8,106.66666666667,historical_figures.csv,,,,True,True
Q854994,Mạc Thái Tông,bornIn,Q72818,Hải Phòng,1500.0,20.8,106.66666666667,20.8,106.66666666667,historical_figures.csv,,,,True,True
Q1033966,Lê Duy Phường,bornIn,Q1858,Hà Nội,1709.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q738148,Ngô Đình Thục,bornIn,Q36167,Huế,1897.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q716814,Trần Thiếu Đế,bornIn,Q1858,Hà Nội,1396.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q926057,Nguyễn Minh Phương,bornIn,Q1320477,Long Khánh,1980.0,10.93306,107.24472,10.93306,107.24472,historical_figures.csv,,,,True,True
Q705869,Lý Anh Tông,bornIn,Q1858,Hà Nội,1136.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q711416,Trần Minh Tông,bornIn,Q1858,Hà Nội,1300.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1001884,Đồng Sĩ Nguyên,bornIn,Q23533,Quảng Bình,1923.0,17.5,106.33333333333,17.5,106.33333333333,historical_figures.csv,,,,True,True
Q926510,Nguyễn Ngọc Thơ,bornIn,Q33421,Long Xuyên,1908.0,10.36857,105.4234,10.36857,105.4234,historical_figures.csv,,,,True,True
Q1010526,Khúc Hạo,bornIn,Q3031628,Ninh Giang,860.0,20.75007,106.33329,20.75007,106.33329,historical_figures.csv,,,,True,True
Q959607,Nguyễn Phúc Bảo Long,bornIn,Q36167,Huế,1936.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q711441,Trần Anh Tông,bornIn,Q1858,Hà Nội,1276.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q1073424,Huy Cận,bornIn,Q1749724,Vũ Quang,1919.0,18.3375,105.45,18.3375,105.45,historical_figures.csv,,,,True,True
Q1033947,Lê Chân Tông,bornIn,Q1858,Hà Nội,1630.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q980927,Trần Quang Hải,bornIn,Q185682,Liên bang Đông Dương,1944.0,21.033333333333,105.85,21.033333333333,105.85,historical_figures.csv,,,,True,True
Q1006267,Thích Trí Quang,bornIn,Q1877,Đồng Hới,1924.0,17.483333333333,106.6,17.483333333333,106.6,historical_figures.csv,,,,True,True
Q707287,Phan Khắc Sửu,bornIn,Q7333405,Vĩnh Long,1905.0,10.166666666667,106.0,10.166666666667,106.0,historical_figures.csv,,,,True,True
Q1006271,Thích Huyền Quang,bornIn,Q36693,Bình Định,1919.0,14.166666666667,109.0,14.166666666667,109.0,historical_figures.csv,,,,True,True
Q1049682,Nguyễn Phúc Thuần,bornIn,Q1827039,Đàng Trong,1754.0,,,,,historical_figures.csv,,,,True,True
Q699904,Ngô Quyền,bornIn,Q1858,Hà Nội,897.0,21.0245,105.84117,21.0245,105.84117,historical_figures.csv,,,,True,True
Q647889,Cường Để,bornIn,Q36167,Huế,1882.0,16.456111111111,107.57638888889,16.456111111111,107.57638888889,historical_figures.csv,,,,True,True
Q855703,Mạc Thái Tổ,bornIn,Q72818,Hải Phòng,1483.0,20.8,106.66666666667,20.8,106.66666666667,historical_figures.csv,,,,True,True
Q838128,Năm Cam,bornIn,Q1854,Thành phố Hồ Chí Minh,1948.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q902692,Nguyễn Phan Long,bornIn,Q1854,Thành phố Hồ Chí Minh,1889.0,10.775555555556,106.70194444444,10.775555555556,106.70194444444,historical_figures.csv,,,,True,True
Q997558,Mạc Cửu,bornIn,Q1209167,Lôi Châu,1655.0,20.91471,110.08058,20.91471,110.08058,historical_figures.csv,,,,False,False
Q983685,Dương Hồng Sơn,bornIn,Q36587,Nghệ An,1982.0,19.333333333333,104.83333333333,19.333333333333,104.83333333333,historical_figures.csv,,,,True,True
Q926076,Nguyễn Vũ Phong,bornIn,Q34789,Vĩnh Long,1985.0,10.2537,105.9723,10.2537,105.9723,historical_figures.csv,,,,True,True
